,Field labels,Acetylcholine,Cannabidiol,Dopamine,GABA,Glutamate,Norepinephrine,Serotonin,THC,Tryptamine
,Field colors,#FF0000,#00FF00,#0000FF,#FFFF00,#000000,#000000,#000000,#000000,#800080
,Field shapes,rectangle,circle,triangle right,star,rectangle,circle,triangle right,star,triangle left
Tree node ID,Tree node label,↓ ↓ INSERT YOUR DATA BELOW ↓ ↓,,,,,,,,
Artemisia scoparia',Artemisia scoparia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Artemisia dracunculus',Artemisia dracunculus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Artemisia absinthium',Artemisia absinthium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Artemisia annua',Artemisia annua',-1,-1,-1,-1,-1,-1,1,-1,-1
Artemisia vulgaris',Artemisia vulgaris',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hippophae rhamnoides',Hippophae rhamnoides',-1,-1,-1,-1,-1,-1,1,-1,-1
Elaeagnus angustifolia',Elaeagnus angustifolia',-1,-1,-1,-1,-1,-1,1,-1,-1
Elaeagnus umbellata',Elaeagnus umbellata',-1,-1,-1,-1,-1,-1,1,-1,-1
Ampelocera ruizii',Ampelocera ruizii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Phyllostylon rhamnoides',Phyllostylon rhamnoides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Holoptelea integrifolia',Holoptelea integrifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ulmus davidiana',Ulmus davidiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ulmus macrocarpa',Ulmus macrocarpa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ulmus rubra',Ulmus rubra',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ulmus americana',Ulmus americana',-1,-1,1,-1,-1,-1,-1,-1,-1
Cannabis sativa subsp. sativa',Cannabis sativa subsp. sativa',-1,1,-1,-1,-1,-1,-1,1,-1
Humulus scandens',Humulus scandens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Humulus lupulus',Humulus lupulus',-1,-1,-1,-1,-1,-1,1,-1,-1
Humulus japonicus',Humulus japonicus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Celtis tenuifolia',Celtis tenuifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Celtis schippii',Celtis schippii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Celtis australis',Celtis australis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Celtis occidentalis',Celtis occidentalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dendrocnide moroides',Dendrocnide moroides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pouzolzia sanguinea',Pouzolzia sanguinea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Musanga cecropioides',Musanga cecropioides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pilea plataniflora',Pilea plataniflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pipturus albidus',Pipturus albidus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Coussapoa,Coussapoa,-1,-1,-1,-1,-1,-1,-1,-1,-1
Parietaria judaica',Parietaria judaica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Urera baccifera',Urera baccifera',-1,-1,-1,-1,-1,-1,-1,-1,-1
Urera verrucosa',Urera verrucosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Boehmeria nivea',Boehmeria nivea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Boehmeria cylindrica',Boehmeria cylindrica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Urtica dioica',Urtica dioica',-1,-1,1,-1,-1,-1,-1,-1,-1
Urtica cannabina',Urtica cannabina',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pourouma guianensis',Pourouma guianensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pourouma minor',Pourouma minor',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pourouma bicolor',Pourouma bicolor',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cecropia angustifolia',Cecropia angustifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cecropia tacuna',Cecropia tacuna',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cecropia pachystachya',Cecropia pachystachya',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cecropia obtusa',Cecropia obtusa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cecropia insignis',Cecropia insignis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cecropia palmata',Cecropia palmata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Streblus ilicifolius',Streblus ilicifolius',-1,-1,-1,-1,-1,-1,-1,-1,-1
Maquira guianensis',Maquira guianensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Poulsenia armata',Poulsenia armata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Perebea guianensis',Perebea guianensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bagassa guianensis',Bagassa guianensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Broussonetia papyrifera',Broussonetia papyrifera',-1,-1,-1,-1,-1,-1,-1,-1,-1
Maclura tricuspidata',Maclura tricuspidata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sorocea affinis',Sorocea affinis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sorocea guilleminiana',Sorocea guilleminiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Helicostylis tomentosa',Helicostylis tomentosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Helicostylis tovarensis',Helicostylis tovarensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Clarisia biflora',Clarisia biflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Clarisia racemosa',Clarisia racemosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Morus nigra',Morus nigra',-1,-1,-1,-1,-1,-1,-1,-1,-1
Morus rubra',Morus rubra',-1,-1,-1,-1,-1,-1,-1,-1,-1
Morus alba',Morus alba',-1,-1,-1,-1,-1,-1,-1,-1,-1
Artocarpus nitidus',Artocarpus nitidus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Artocarpus altilis',Artocarpus altilis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Artocarpus heterophyllus',Artocarpus heterophyllus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pseudolmedia rigida',Pseudolmedia rigida',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pseudolmedia macrophylla',Pseudolmedia macrophylla',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pseudolmedia laevis',Pseudolmedia laevis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pseudolmedia laevigata',Pseudolmedia laevigata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Brosimum acutifolium',Brosimum acutifolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Brosimum lactescens',Brosimum lactescens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Brosimum guianense',Brosimum guianense',-1,-1,-1,-1,-1,-1,-1,-1,-1
Brosimum alicastrum',Brosimum alicastrum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ficus mexicana',Ficus mexicana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ficus tikoua',Ficus tikoua',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ficus exasperata',Ficus exasperata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ficus hirta',Ficus hirta',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ficus obtusifolia',Ficus obtusifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ficus citrifolia',Ficus citrifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ficus americana',Ficus americana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ficus benghalensis',Ficus benghalensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ficus altissima',Ficus altissima',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ficus sycomorus',Ficus sycomorus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ficus elastica',Ficus elastica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ficus racemosa',Ficus racemosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ficus maxima',Ficus maxima',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ficus carica',Ficus carica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alphitonia philippinensis',Alphitonia philippinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Oreoherzogia fallax',Oreoherzogia fallax',-1,-1,-1,-1,-1,-1,-1,-1,-1
Karwinskia calderonii',Karwinskia calderonii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Paliurus,Paliurus,-1,-1,-1,-1,-1,-1,-1,-1,-1
Krugiodendron ferreum',Krugiodendron ferreum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Doerpfeldia,Doerpfeldia,-1,-1,-1,-1,-1,-1,-1,-1,-1
Ampelozizyphus amazonicus',Ampelozizyphus amazonicus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hovenia acerba',Hovenia acerba',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sageretia thea',Sageretia thea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ceanothus americanus',Ceanothus americanus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Scutia myrtina',Scutia myrtina',-1,-1,-1,-1,-1,-1,-1,-1,-1
Scutia eberhardtii',Scutia eberhardtii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sarcomphalus guatemalensis',Sarcomphalus guatemalensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sarcomphalus thyrsiflorus',Sarcomphalus thyrsiflorus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhamnella franguloides',Rhamnella franguloides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhamnella tonkinensis',Rhamnella tonkinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ventilago denticulata',Ventilago denticulata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ventilago madraspatana',Ventilago madraspatana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ventilago leiocarpa',Ventilago leiocarpa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gouania leptostachya',Gouania leptostachya',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gouania javanica',Gouania javanica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gouania polygama',Gouania polygama',-1,-1,-1,-1,-1,-1,-1,-1,-1
Colubrina arborescens',Colubrina arborescens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Colubrina spinosa',Colubrina spinosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Colubrina asiatica',Colubrina asiatica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Frangula oreodendron',Frangula oreodendron',-1,-1,-1,-1,-1,-1,-1,-1,-1
Frangula longipes',Frangula longipes',-1,-1,-1,-1,-1,-1,-1,-1,-1
Frangula caroliniana',Frangula caroliniana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Frangula alnus',Frangula alnus',-1,-1,1,-1,-1,-1,-1,-1,-1
Berchemia yunnanensis',Berchemia yunnanensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Berchemia huana',Berchemia huana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Berchemia sinica',Berchemia sinica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Berchemia kulingensis',Berchemia kulingensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Berchemia lineata',Berchemia lineata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Berchemia berchemiifolia',Berchemia berchemiifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Berchemia hirtella',Berchemia hirtella',-1,-1,-1,-1,-1,-1,-1,-1,-1
Berchemia floribunda',Berchemia floribunda',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ziziphus cambodianus',Ziziphus cambodianus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ziziphus incurva',Ziziphus incurva',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ziziphus attopensis',Ziziphus attopensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ziziphus apetala',Ziziphus apetala',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ziziphus rugosa',Ziziphus rugosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ziziphus horsfieldii',Ziziphus horsfieldii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ziziphus oenopolia',Ziziphus oenopolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ziziphus jujuba',Ziziphus jujuba',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ziziphus mauritiana',Ziziphus mauritiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhamnus hainanensis',Rhamnus hainanensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhamnus subapetala',Rhamnus subapetala',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhamnus erythroxylon',Rhamnus erythroxylon',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhamnus diamantiaca',Rhamnus diamantiaca',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhamnus globosa',Rhamnus globosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhamnus leptophylla',Rhamnus leptophylla',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhamnus koraiensis',Rhamnus koraiensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhamnus sphaerosperma',Rhamnus sphaerosperma',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhamnus parvifolia',Rhamnus parvifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhamnus utilis',Rhamnus utilis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhamnus crenata',Rhamnus crenata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhamnus davurica',Rhamnus davurica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhamnus cathartica',Rhamnus cathartica',-1,-1,-1,-1,-1,-1,1,-1,-1
Eriobotrya japonica',Eriobotrya japonica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hesperomeles ferruginea',Hesperomeles ferruginea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Spiraea aquilegiifolia',Spiraea aquilegiifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cotoneaster mongolicus',Cotoneaster mongolicus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rhaphiolepis umbellata',Rhaphiolepis umbellata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Photinia glabra',Photinia glabra',-1,-1,-1,-1,-1,-1,-1,-1,-1
Stranvaesia davidiana',Stranvaesia davidiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Kerria japonica',Kerria japonica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Chaenomeles sinensis',Chaenomeles sinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cydonia oblonga',Cydonia oblonga',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cormus domestica',Cormus domestica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sorbus aucuparia',Sorbus aucuparia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dasiphora fruticosa',Dasiphora fruticosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Holodiscus discolor',Holodiscus discolor',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cercocarpus ledifolius',Cercocarpus ledifolius',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aruncus dioicus',Aruncus dioicus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pyrus communis',Pyrus communis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sanguisorba minor',Sanguisorba minor',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sanguisorba officinalis',Sanguisorba officinalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Agrimonia eupatoria',Agrimonia eupatoria',-1,-1,-1,-1,-1,-1,-1,-1,-1
Agrimonia pilosa',Agrimonia pilosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Filipendula vulgaris',Filipendula vulgaris',-1,-1,-1,-1,-1,-1,-1,-1,-1
Filipendula ulmaria',Filipendula ulmaria',-1,-1,-1,-1,-1,-1,-1,-1,-1
Geum japonicum',Geum japonicum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Geum rivale',Geum rivale',-1,-1,-1,-1,-1,-1,-1,-1,-1
Geum urbanum',Geum urbanum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Amelanchier canadensis',Amelanchier canadensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Amelanchier arborea',Amelanchier arborea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Amelanchier alnifolia',Amelanchier alnifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alchemilla conjuncta',Alchemilla conjuncta',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alchemilla alpina',Alchemilla alpina',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alchemilla mollis',Alchemilla mollis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Malus pumila',Malus pumila',-1,-1,-1,-1,-1,-1,-1,-1,-1
Malus sp.',Malus sp.',-1,-1,-1,1,-1,-1,-1,-1,-1
Malus domestica',Malus domestica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Fragaria orientalis',Fragaria orientalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Fragaria vesca',Fragaria vesca',-1,-1,-1,-1,-1,-1,-1,-1,-1
Fragaria x ananassa',Fragaria x ananassa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Crataegus pinnatifida',Crataegus pinnatifida',-1,-1,-1,-1,-1,-1,-1,-1,-1
Crataegus sanguinea',Crataegus sanguinea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Crataegus laevigata',Crataegus laevigata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Crataegus monogyna',Crataegus monogyna',-1,-1,-1,-1,-1,-1,-1,-1,-1
Potentilla verna',Potentilla verna',-1,-1,-1,-1,-1,-1,-1,-1,-1
Potentilla lineata',Potentilla lineata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Potentilla chinensis',Potentilla chinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Potentilla erecta',Potentilla erecta',-1,-1,-1,-1,-1,-1,-1,-1,-1
Potentilla reptans',Potentilla reptans',-1,-1,1,-1,-1,-1,-1,-1,-1
Argentina anserina',Argentina anserina',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rubus coreanus',Rubus coreanus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rubus plicatus',Rubus plicatus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rubus phoenicolasius',Rubus phoenicolasius',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rubus occidentalis',Rubus occidentalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rubus allegheniensis',Rubus allegheniensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rubus idaeus',Rubus idaeus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rosa micrantha',Rosa micrantha',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rosa davurica',Rosa davurica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rosa laevigata',Rosa laevigata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rosa multiflora',Rosa multiflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rosa rugosa',Rosa rugosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rosa carolina',Rosa carolina',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rosa canina',Rosa canina',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus mongolica',Prunus mongolica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus brittoniana',Prunus brittoniana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus amplifolia',Prunus amplifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus integrifolia',Prunus integrifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus humilis',Prunus humilis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus africana',Prunus africana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus cerasus',Prunus cerasus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus virginiana',Prunus virginiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus americana',Prunus americana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus spinosa',Prunus spinosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus tomentosa',Prunus tomentosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus mume',Prunus mume',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus avium',Prunus avium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus armeniaca',Prunus armeniaca',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus serotina',Prunus serotina',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus persica',Prunus persica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus domestica',Prunus domestica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Prunus dulcis',Prunus dulcis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Polygala fallax',Polygala fallax',-1,-1,-1,-1,-1,-1,-1,-1,-1
Polygala tenuifolia',Polygala tenuifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Polygala chamaebuxus',Polygala chamaebuxus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Jupunba trapezifolia',Jupunba trapezifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Codariocalyx gyroides',Codariocalyx gyroides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aubrevillea kerstingii',Aubrevillea kerstingii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Grona heterophylla',Grona heterophylla',-1,-1,-1,-1,-1,-1,-1,-1,-1
Moullava digyna',Moullava digyna',-1,-1,-1,-1,-1,-1,-1,-1,-1
Xylia xylocarpa',Xylia xylocarpa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ctenodon viscidulus',Ctenodon viscidulus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Millettia congestiflora',Millettia congestiflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Myroxylon peruiferum',Myroxylon peruiferum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Myrocarpus venezuelensis',Myrocarpus venezuelensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Brachypterum scandens',Brachypterum scandens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Laburnum anagyroides subsp. anagyroides',Laburnum anagyroides subsp. anagyroides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Acmispon argophyllus',Acmispon argophyllus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Zornia bracteata',Zornia bracteata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tephrosia virginiana',Tephrosia virginiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pterodon emarginatus',Pterodon emarginatus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Uraria crinita',Uraria crinita',-1,-1,-1,-1,-1,-1,-1,-1,-1
Vatairea guianensis',Vatairea guianensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Desmodium canadense',Desmodium canadense',-1,-1,-1,-1,-1,-1,-1,-1,-1
Calliandra haematocephala',Calliandra haematocephala',-1,-1,-1,-1,-1,-1,-1,-1,-1
Toxicopueraria peduncularis',Toxicopueraria peduncularis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Phanera ornata',Phanera ornata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Chamaecrista diphylla',Chamaecrista diphylla',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hylodesmum glutinosum',Hylodesmum glutinosum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Entada gigas',Entada gigas',-1,-1,-1,-1,-1,-1,-1,-1,-1
Kummerowia striata',Kummerowia striata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pediomelum aromaticum',Pediomelum aromaticum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cullen corylifolium',Cullen corylifolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piptadenia buchtienii',Piptadenia buchtienii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hippocrepis comosa',Hippocrepis comosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Caragana rosea',Caragana rosea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Vachellia collinsii',Vachellia collinsii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psorothamnus spinosus',Psorothamnus spinosus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Parryella filifolia',Parryella filifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dalea mollis',Dalea mollis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Diplotropis,Diplotropis,-1,-1,-1,-1,-1,-1,-1,-1,-1
Sweetia fruticosa',Sweetia fruticosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Parochetus communis',Parochetus communis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lachesiodendron viridiflorum',Lachesiodendron viridiflorum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Neptunia lutea',Neptunia lutea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hoffmannseggia drepanocarpa',Hoffmannseggia drepanocarpa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tara spinosa',Tara spinosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Libidibia ferrea',Libidibia ferrea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dendrolobium lanceolatum',Dendrolobium lanceolatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Apios americana',Apios americana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Thermopsis montana',Thermopsis montana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Stylosanthes biflora',Stylosanthes biflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Centrosema,Centrosema,-1,-1,-1,-1,-1,-1,-1,-1,-1
Prioria copaifera',Prioria copaifera',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eperua falcata',Eperua falcata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Mucuna pruriens',Mucuna pruriens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Amburana cearensis',Amburana cearensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Piptadeniastrum africanum',Piptadeniastrum africanum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Anadenanthera colubrina',Anadenanthera colubrina',-1,-1,-1,-1,-1,-1,-1,-1,-1
Chadsia grevei',Chadsia grevei',-1,-1,-1,-1,-1,-1,-1,-1,-1
Deguelia,Deguelia,-1,-1,-1,-1,-1,-1,-1,-1,-1
Anthyllis vulneraria',Anthyllis vulneraria',-1,-1,-1,-1,-1,-1,-1,-1,-1
Platypodium elegans',Platypodium elegans',-1,-1,-1,-1,-1,-1,-1,-1,-1
Neustanthus phaseoloides',Neustanthus phaseoloides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pachyrhizus erosus',Pachyrhizus erosus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Psoralea,Psoralea,-1,-1,-1,-1,-1,-1,-1,-1,-1
Galactia,Galactia,-1,-1,-1,-1,-1,-1,-1,-1,-1
Strophostyles helvola',Strophostyles helvola',-1,-1,-1,-1,-1,-1,-1,-1,-1
Trigonella foenum-graecum',Trigonella foenum-graecum',-1,-1,-1,-1,-1,-1,-1,-1,-1
