,Field labels,Acetylcholine,Cannabidiol,Dopamine,GABA,Glutamate,Norepinephrine,Serotonin,THC,Tryptamine
,Field colors,#FF0000,#00FF00,#0000FF,#FFFF00,#000000,#000000,#000000,#000000,#800080
,Field shapes,rectangle,circle,triangle right,star,rectangle,circle,triangle right,star,triangle left
Tree node ID,Tree node label,↓ ↓ INSERT YOUR DATA BELOW ↓ ↓,,,,,,,,
Solanum cladotrichum',Solanum cladotrichum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum caavurana',Solanum caavurana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum swartzianum',Solanum swartzianum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum pseudoquina',Solanum pseudoquina',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum argenteum',Solanum argenteum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum sakhanii',Solanum sakhanii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum heteracanthum',Solanum heteracanthum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum erythracanthum',Solanum erythracanthum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum asperum',Solanum asperum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum arcanum',Solanum arcanum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum clandestinum',Solanum clandestinum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum quitoense',Solanum quitoense',-1,-1,1,-1,1,-1,-1,-1,-1
Solanum lasiocarpum',Solanum lasiocarpum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum sessiliflorum',Solanum sessiliflorum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum ochrophyllum',Solanum ochrophyllum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum capsicoides',Solanum capsicoides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum aphyodendron',Solanum aphyodendron',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum macrocarpon',Solanum macrocarpon',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum americanum',Solanum americanum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum habrochaites',Solanum habrochaites',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum betaceum',Solanum betaceum',-1,-1,-1,-1,1,-1,-1,-1,-1
Solanum dulcamara',Solanum dulcamara',-1,-1,1,-1,-1,-1,-1,-1,-1
Solanum pennellii',Solanum pennellii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum tuberosum',Solanum tuberosum',-1,-1,-1,-1,-1,-1,1,-1,-1
Solanum nigrum',Solanum nigrum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum melongena',Solanum melongena',-1,-1,-1,-1,-1,-1,1,-1,-1
Solanum pimpinellifolium',Solanum pimpinellifolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum chilense',Solanum chilense',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum peruvianum',Solanum peruvianum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Solanum lycopersicum var. cerasiforme',Solanum lycopersicum var. cerasiforme',-1,-1,-1,-1,1,-1,1,-1,1
Sciodaphyllum,Sciodaphyllum,-1,-1,-1,-1,-1,-1,-1,-1,-1
Didymopanax vinosus',Didymopanax vinosus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hydrocotyle umbellata',Hydrocotyle umbellata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Oreopanax,Oreopanax,-1,-1,-1,-1,-1,-1,-1,-1,-1
Tetrapanax papyrifer',Tetrapanax papyrifer',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dendropanax,Dendropanax,-1,-1,-1,-1,-1,-1,-1,-1,-1
Panax ginseng',Panax ginseng',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eleutherococcus senticosus',Eleutherococcus senticosus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eleutherococcus sessiliflorus',Eleutherococcus sessiliflorus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Heptapleurum arboricola',Heptapleurum arboricola',-1,-1,-1,-1,-1,-1,-1,-1,-1
Heptapleurum delavayi',Heptapleurum delavayi',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hedera helix',Hedera helix',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hedera canariensis',Hedera canariensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aralia soratensis',Aralia soratensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aralia continentalis',Aralia continentalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aralia nudicaulis',Aralia nudicaulis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aralia spinosa',Aralia spinosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sanicula astrantiifolia',Sanicula astrantiifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Kitagawia praeruptora',Kitagawia praeruptora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sium sisarum',Sium sisarum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Saposhnikovia divaricata',Saposhnikovia divaricata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ostericum grosseserratum',Ostericum grosseserratum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ligusticum tenuissimum',Ligusticum tenuissimum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Thapsia garganica',Thapsia garganica',-1,-1,-1,-1,1,-1,-1,-1,-1
Dystaenia takesimana',Dystaenia takesimana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cnidium officinale',Cnidium officinale',-1,-1,-1,-1,-1,-1,-1,-1,-1
Caucalis platycarpos',Caucalis platycarpos',-1,-1,-1,-1,-1,-1,-1,-1,-1
Torilis japonica',Torilis japonica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Glehnia littoralis',Glehnia littoralis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Levisticum officinale',Levisticum officinale',-1,-1,-1,-1,-1,-1,-1,-1,-1
Foeniculum,Foeniculum,-1,-1,-1,-1,-1,-1,-1,-1,-1
Carum carvi',Carum carvi',-1,-1,-1,-1,-1,-1,-1,-1,-1
Heracleum sphondylium',Heracleum sphondylium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Scandix pecten-veneris',Scandix pecten-veneris',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aegopodium podagraria',Aegopodium podagraria',-1,-1,-1,-1,-1,-1,-1,-1,-1
Anthriscus cerefolium',Anthriscus cerefolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Laserpitium siler',Laserpitium siler',-1,-1,-1,-1,-1,-1,-1,-1,-1
Conium maculatum',Conium maculatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Coriandrum sativum',Coriandrum sativum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Apium graveolens',Apium graveolens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Petroselinum crispum',Petroselinum crispum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pastinaca sativa',Pastinaca sativa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Daucus carota',Daucus carota',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pimpinella anisum',Pimpinella anisum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pimpinella candolleana',Pimpinella candolleana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eryngium yuccifolium',Eryngium yuccifolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eryngium foetidum',Eryngium foetidum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ferula assa-foetida',Ferula assa-foetida',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ferula communis',Ferula communis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Peucedanum japonicum',Peucedanum japonicum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Peucedanum ostruthium',Peucedanum ostruthium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bupleurum falcatum',Bupleurum falcatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bupleurum rotundifolium',Bupleurum rotundifolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Anethum graveolens',Anethum graveolens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Anethum foeniculum',Anethum foeniculum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Angelica keiskei',Angelica keiskei',-1,-1,-1,-1,-1,-1,-1,-1,-1
Angelica anomala',Angelica anomala',-1,-1,-1,-1,-1,-1,-1,-1,-1
Angelica gigas',Angelica gigas',-1,-1,-1,-1,-1,-1,-1,-1,-1
Angelica dahurica',Angelica dahurica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Angelica archangelica',Angelica archangelica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Strelitzia,Strelitzia,-1,-1,-1,-1,-1,-1,-1,-1,-1
Canna indica',Canna indica',-1,-1,1,-1,1,-1,-1,-1,-1
Canna tuerckheimii',Canna tuerckheimii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ensete ventricosum',Ensete ventricosum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Musa velutina',Musa velutina',-1,-1,-1,-1,-1,-1,-1,-1,-1
Musa basjoo',Musa basjoo',-1,-1,1,-1,-1,-1,-1,-1,-1
Musa acuminata',Musa acuminata',-1,-1,1,-1,1,-1,-1,-1,-1
Hellenia speciosa',Hellenia speciosa',-1,-1,-1,-1,1,-1,-1,-1,-1
Costus spicatus',Costus spicatus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Costus scaber',Costus scaber',-1,-1,-1,-1,-1,-1,-1,-1,-1
Costus afer',Costus afer',-1,-1,-1,-1,-1,-1,-1,-1,-1
Costus laevis',Costus laevis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Costus arabicus',Costus arabicus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Costus malortieanus',Costus malortieanus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Heliconia umbrophila',Heliconia umbrophila',-1,-1,-1,-1,-1,-1,-1,-1,-1
Heliconia pogonantha',Heliconia pogonantha',-1,-1,-1,-1,-1,-1,-1,-1,-1
Heliconia mathiasiae',Heliconia mathiasiae',-1,-1,-1,-1,-1,-1,-1,-1,-1
Heliconia imbricata',Heliconia imbricata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Heliconia wagneriana',Heliconia wagneriana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Heliconia psittacorum',Heliconia psittacorum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Heliconia irrasa',Heliconia irrasa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Heliconia latispatha',Heliconia latispatha',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ischnosiphon inflatus',Ischnosiphon inflatus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Halopegia blumei',Halopegia blumei',-1,-1,-1,-1,-1,-1,-1,-1,-1
Donax grandis',Donax grandis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pleiostachya pruinosa',Pleiostachya pruinosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Maranta leuconeura',Maranta leuconeura',-1,-1,-1,-1,-1,-1,-1,-1,-1
Calathea similis',Calathea similis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Calathea lasiostachya',Calathea lasiostachya',-1,-1,-1,-1,-1,-1,-1,-1,-1
Calathea lutea',Calathea lutea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Calathea crotalifera',Calathea crotalifera',-1,-1,-1,-1,-1,-1,-1,-1,-1
Goeppertia hammelii',Goeppertia hammelii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Goeppertia cleistantha',Goeppertia cleistantha',-1,-1,-1,-1,-1,-1,-1,-1,-1
Goeppertia inocephala',Goeppertia inocephala',-1,-1,-1,-1,-1,-1,-1,-1,-1
Goeppertia marantifolia',Goeppertia marantifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Goeppertia leucostachys',Goeppertia leucostachys',-1,-1,-1,-1,-1,-1,-1,-1,-1
Goeppertia ornata',Goeppertia ornata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Goeppertia gymnocarpa',Goeppertia gymnocarpa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Goeppertia zebrina',Goeppertia zebrina',-1,-1,-1,-1,-1,-1,-1,-1,-1
Amomum krervanh',Amomum krervanh',-1,-1,-1,-1,-1,-1,-1,-1,-1
Lanxangia tsao-ko',Lanxangia tsao-ko',-1,-1,-1,-1,-1,-1,-1,-1,-1
Elettaria cardamomum',Elettaria cardamomum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Kaempferia parviflora',Kaempferia parviflora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Zingiber officinale',Zingiber officinale',-1,-1,-1,-1,-1,-1,1,-1,-1
Zingiber zerumbet',Zingiber zerumbet',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hedychium gardnerianum',Hedychium gardnerianum',-1,-1,-1,-1,-1,-1,1,-1,-1
Hedychium coronarium',Hedychium coronarium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Renealmia pluriplicata',Renealmia pluriplicata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Renealmia alpinia',Renealmia alpinia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Renealmia cernua',Renealmia cernua',-1,-1,-1,-1,-1,-1,-1,-1,-1
Globba winitii',Globba winitii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Globba schomburgkii',Globba schomburgkii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Globba campsophylla',Globba campsophylla',-1,-1,-1,-1,-1,-1,-1,-1,-1
Curcuma alismatifolia',Curcuma alismatifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Curcuma zedoaria',Curcuma zedoaria',-1,-1,-1,-1,-1,-1,1,-1,-1
Curcuma longa',Curcuma longa',-1,-1,-1,-1,-1,-1,1,-1,-1
Alpinia chinensis',Alpinia chinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alpinia purpurata',Alpinia purpurata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alpinia officinarum',Alpinia officinarum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alpinia hainanensis',Alpinia hainanensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alpinia galanga',Alpinia galanga',-1,-1,-1,-1,-1,-1,-1,-1,-1
Curculigo orchioides',Curculigo orchioides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ornithogalum saundersiae',Ornithogalum saundersiae',-1,-1,-1,-1,-1,-1,-1,-1,-1
Albuca bracteata',Albuca bracteata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Drimia,Drimia,-1,-1,-1,-1,-1,-1,-1,-1,-1
Bowiea volubilis',Bowiea volubilis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gladiolus italicus',Gladiolus italicus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Crocus sativus',Crocus sativus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Iris tenuifolia',Iris tenuifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Iris sibirica',Iris sibirica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Iris lactea',Iris lactea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Iris pseudacorus',Iris pseudacorus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Iris domestica',Iris domestica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Iris germanica',Iris germanica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Crinum firmifolium',Crinum firmifolium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hymenocallis littoralis',Hymenocallis littoralis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eucharis x grandiflora',Eucharis x grandiflora',-1,-1,-1,-1,1,-1,-1,-1,-1
Clivia miniata',Clivia miniata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Allium sp.',Allium sp.',-1,-1,-1,-1,-1,-1,-1,-1,-1
Allium ursinum',Allium ursinum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Allium tuberosum',Allium tuberosum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Allium sativum',Allium sativum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Allium cepa',Allium cepa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Haworthiopsis reinwardtii',Haworthiopsis reinwardtii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Haworthia cooperi',Haworthia cooperi',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aloiampelos ciliaris',Aloiampelos ciliaris',-1,-1,-1,-1,-1,-1,-1,-1,-1
Phormium tenax',Phormium tenax',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gasteria liliputana',Gasteria liliputana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hemerocallis minor',Hemerocallis minor',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aloe camperi',Aloe camperi',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aloe ferox',Aloe ferox',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aloe arborescens',Aloe arborescens',-1,-1,1,-1,-1,-1,-1,-1,-1
Aloe vera',Aloe vera',-1,-1,-1,-1,-1,-1,-1,-1,-1
x Rhyncholaeliocattleya',x Rhyncholaeliocattleya',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cremastra appendiculata',Cremastra appendiculata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dendrobium moniliforme',Dendrobium moniliforme',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gastrodia elata',Gastrodia elata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bletilla striata',Bletilla striata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Satyrium nepalense',Satyrium nepalense',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cypripedium reginae',Cypripedium reginae',-1,-1,-1,-1,-1,-1,-1,-1,-1
Vanilla planifolia',Vanilla planifolia',-1,-1,-1,-1,1,-1,-1,-1,-1
Bulbophyllum,Bulbophyllum,-1,-1,-1,-1,-1,-1,-1,-1,-1
Cymbidium,Cymbidium,-1,-1,-1,-1,-1,-1,-1,-1,-1
Furcraea foetida',Furcraea foetida',-1,-1,-1,-1,-1,-1,-1,-1,-1
Chlorophytum minor',Chlorophytum minor',-1,-1,-1,-1,-1,-1,-1,-1,-1
Rohdea japonica',Rohdea japonica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Anemarrhena asphodeloides',Anemarrhena asphodeloides',-1,-1,-1,-1,-1,-1,-1,-1,-1
Liriope muscari',Liriope muscari',-1,-1,-1,-1,-1,-1,-1,-1,-1
Beaucarnea recurvata',Beaucarnea recurvata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cordyline fruticosa',Cordyline fruticosa',-1,-1,1,-1,-1,-1,-1,-1,-1
Maianthemum dilatatum',Maianthemum dilatatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Convallaria majalis',Convallaria majalis',-1,-1,1,-1,-1,-1,-1,-1,-1
Asparagus cochinchinensis',Asparagus cochinchinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ruscus aculeatus',Ruscus aculeatus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ruscus hypoglossum',Ruscus hypoglossum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Agave sisalana',Agave sisalana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Agave tequilana',Agave tequilana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Agave bracteosa',Agave bracteosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sansevieria metallica',Sansevieria metallica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sansevieria trifasciata',Sansevieria trifasciata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sansevieria cylindrica',Sansevieria cylindrica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dracaena arborea',Dracaena arborea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dracaena cochinchinensis',Dracaena cochinchinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dracaena cambodiana',Dracaena cambodiana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dracaena draco',Dracaena draco',-1,-1,-1,-1,-1,-1,-1,-1,-1
Polygonatum sibiricum',Polygonatum sibiricum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Polygonatum cyrtonema',Polygonatum cyrtonema',-1,-1,-1,-1,-1,-1,-1,-1,-1
Polygonatum odoratum',Polygonatum odoratum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Polygonatum multiflorum',Polygonatum multiflorum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bixa orellana',Bixa orellana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Enkleia malaccensis',Enkleia malaccensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Aquilaria agallochum',Aquilaria agallochum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Daphnopsis,Daphnopsis,-1,-1,-1,-1,-1,-1,-1,-1,-1
Helianthemum nummularium',Helianthemum nummularium',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cistus creticus',Cistus creticus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cistus laurifolius subsp. laurifolius',Cistus laurifolius subsp. laurifolius',-1,-1,-1,-1,-1,-1,-1,-1,-1
Anthoshorea roxburghii',Anthoshorea roxburghii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dryobalanops aromatica',Dryobalanops aromatica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hopea helferi',Hopea helferi',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hopea chinensis',Hopea chinensis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dipterocarpus turbinatus',Dipterocarpus turbinatus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dipterocarpus tuberculatus',Dipterocarpus tuberculatus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dipterocarpus retusus',Dipterocarpus retusus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Scaphium affine',Scaphium affine',-1,-1,-1,-1,-1,-1,-1,-1,-1
Triplochiton scleroxylon',Triplochiton scleroxylon',-1,-1,-1,-1,-1,-1,-1,-1,-1
Microcos tomentosa',Microcos tomentosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Colona auriculata',Colona auriculata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Melochia umbellata',Melochia umbellata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Desplatsia dewevrei',Desplatsia dewevrei',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eriotheca macrophylla',Eriotheca macrophylla',-1,-1,-1,-1,-1,-1,-1,-1,-1
Quararibea asterolepis',Quararibea asterolepis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pseudobombax septenatum',Pseudobombax septenatum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Apeiba membranacea',Apeiba membranacea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Waltheria indica',Waltheria indica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Abutilon grandifolium',Abutilon grandifolium',-1,-1,-1,-1,1,-1,-1,-1,-1
Corchorus capsularis',Corchorus capsularis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sterculia lanceolata',Sterculia lanceolata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Byttneria aspera',Byttneria aspera',-1,-1,-1,-1,-1,-1,-1,-1,-1
Talipariti tiliaceum',Talipariti tiliaceum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Abelmoschus manihot',Abelmoschus manihot',-1,-1,-1,-1,-1,-1,-1,-1,-1
Althaea officinalis',Althaea officinalis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Sida rhombifolia',Sida rhombifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Malvaviscus arboreus',Malvaviscus arboreus',-1,-1,-1,-1,-1,-1,1,-1,-1
Cavanillesia platanifolia',Cavanillesia platanifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Cola nitida',Cola nitida',-1,-1,-1,-1,-1,-1,-1,-1,-1
Abroma augustum',Abroma augustum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Pachira aquatica',Pachira aquatica',-1,-1,-1,-1,-1,-1,-1,-1,-1
Alcea rosea',Alcea rosea',-1,-1,-1,-1,-1,-1,-1,-1,-1
Luehea seemannii',Luehea seemannii',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dombeya lucida',Dombeya lucida',-1,-1,-1,-1,-1,-1,-1,-1,-1
Dombeya greveana',Dombeya greveana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tilia americana',Tilia americana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Tilia tomentosa',Tilia tomentosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bombax ceiba',Bombax ceiba',-1,-1,-1,-1,-1,-1,-1,-1,-1
Bombax anceps',Bombax anceps',-1,-1,-1,-1,-1,-1,-1,-1,-1
Theobroma cacao',Theobroma cacao',-1,-1,-1,-1,-1,-1,1,-1,-1
Theobroma grandiflorum',Theobroma grandiflorum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Megistostegium nodulosum',Megistostegium nodulosum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Megistostegium perrieri',Megistostegium perrieri',-1,-1,-1,-1,-1,-1,-1,-1,-1
Megistostegium microphyllum',Megistostegium microphyllum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Helicteres hirsuta',Helicteres hirsuta',-1,-1,-1,-1,-1,-1,-1,-1,-1
Helicteres isora',Helicteres isora',-1,-1,-1,-1,-1,-1,-1,-1,-1
Helicteres angustifolia',Helicteres angustifolia',-1,-1,-1,-1,-1,-1,-1,-1,-1
Malva verticillata',Malva verticillata',-1,-1,-1,-1,-1,-1,-1,-1,-1
Malva neglecta',Malva neglecta',-1,-1,-1,-1,-1,-1,-1,-1,-1
Malva sylvestris',Malva sylvestris',-1,-1,-1,-1,-1,-1,-1,-1,-1
Adansonia za',Adansonia za',-1,-1,-1,-1,-1,-1,-1,-1,-1
Adansonia rubrostipa',Adansonia rubrostipa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Adansonia grandidieri',Adansonia grandidieri',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gossypium herbaceum',Gossypium herbaceum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gossypium arboreum',Gossypium arboreum',-1,-1,-1,-1,-1,-1,-1,-1,-1
Gossypium hirsutum',Gossypium hirsutum',-1,-1,1,-1,-1,-1,1,-1,-1
Ceiba boliviana',Ceiba boliviana',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ceiba samauma',Ceiba samauma',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ceiba pentandra',Ceiba pentandra',-1,-1,-1,-1,-1,-1,-1,-1,-1
Ceiba speciosa',Ceiba speciosa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hibiscus mutabilis',Hibiscus mutabilis',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hibiscus ferrugineus',Hibiscus ferrugineus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hibiscus sabdariffa',Hibiscus sabdariffa',-1,-1,-1,-1,-1,-1,-1,-1,-1
Hibiscus syriacus',Hibiscus syriacus',-1,-1,-1,-1,-1,-1,-1,-1,-1
Eriocaulon sexangulare',Eriocaulon sexangulare',-1,-1,-1,-1,-1,-1,-1,-1,-1
Juncus decipiens',Juncus decipiens',-1,-1,-1,-1,-1,-1,-1,-1,-1
Flagellaria indica',Flagellaria indica',-1,-1,-1,-1,-1,-1,-1,-1,-1
