TaxID	no rank	superkingdom	kingdom	phylum	class	order	family	genus	subgenus	species	varietas	subspecies	forma
1816319			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Amorimia		Amorimia concinna			
1816315			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Amorimia		Amorimia coriacea			
151786			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Acmanthera		Acmanthera latifolia			
217129			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Acridocarpus		Acridocarpus smeathmannii			
212253			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Aenigmatanthera		Aenigmatanthera lasiandra			
1561394			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Alicia					
1816314			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Amorimia		Amorimia andersonii			
1561738			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Banisteriopsis		Banisteriopsis anisandra			
1561740			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Banisteriopsis		Banisteriopsis campestris			
1816320			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Amorimia		Amorimia pubiflora			
1561735			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Amorimia		Amorimia septentrionalis			
1027057			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Aspicarpa		Aspicarpa harleyi			
1027063			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Banisteriopsis		Banisteriopsis adenopoda			
1027065			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Banisteriopsis		Banisteriopsis argyrophylla			
1561744			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Banisteriopsis		Banisteriopsis megaphylla			
151794			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Banisteriopsis					
1027069			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Banisteriopsis		Banisteriopsis harleyi			
1027070			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Banisteriopsis		Banisteriopsis laevifolia			
1561743			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Banisteriopsis		Banisteriopsis malifolia			
1816322			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Banisteriopsis		Banisteriopsis variabilis			
1561751			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Banisteriopsis		Banisteriopsis vernoniifolia			
1027072			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Banisteriopsis		Banisteriopsis muricata			
1816321			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Banisteriopsis		Banisteriopsis parviglandula			
1561750			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Banisteriopsis		Banisteriopsis stellaris			
1027102			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Byrsonima		Byrsonima coccolobifolia			
124937			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Barnebya					
151797			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Blepharandra		Blepharandra heteropetala			
1027080			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Blepharandra		Blepharandra hypoleuca			
1561753			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Bronwenia		Bronwenia megaptera			
1027090			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Bunchosia		Bunchosia glandulifera			
1561762			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Bunchosia		Bunchosia montana			
1561763			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Bunchosia		Bunchosia pallescens			
151798			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Burdachia					
1801599			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Byrsonima		Byrsonima verbascifolia			
4270			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Byrsonima		Byrsonima crassifolia			
4269			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Byrsonima					
1801580			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Byrsonima		Byrsonima intermedia			
1472305			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Byrsonima		Byrsonima ligustrifolia			
1801593			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Byrsonima		Byrsonima sericea			
883765			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Byrsonima		Byrsonima spicata			
1027129			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Diplopterys		Diplopterys pubipetala			
1027110			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Callaeum		Callaeum antifebrile			
1027114			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Callaeum		Callaeum psilophyllum			
1561775			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Camarea		Camarea affinis			
259653			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Camarea					
151851			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Carolus		Carolus chasei			
1027120			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Christianella		Christianella multiglandulosa			
1801601			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Diacidia		Diacidia aracaensis			
1027122			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Dicella		Dicella bracteosa			
1027124			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Dicella		Dicella macroptera			
151831			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Heteropterys					
259658			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Heteropterys		Heteropterys byrsonimifolia			
151817			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Ectopopterys		Ectopopterys soejartoi			
1027132			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Galphimia		Galphimia brasiliensis			
151825			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Gaudichaudia		Gaudichaudia albida			
151830			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Heladena		Heladena multiflora			
259657			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Heteropterys		Heteropterys bicolor			
1027142			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Heteropterys		Heteropterys brachiata			
176641			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Heteropterys		Heteropterys leona			
259661			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Heteropterys		Heteropterys chrysophylla			
151834			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Hiptage		Hiptage benghalensis			
151835			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Hiraea					
1027148			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Heteropterys		Heteropterys leschenaultiana			
259665			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Heteropterys		Heteropterys pauciflora			
1027172			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Malpighia		Malpighia mexicana			
1125931			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Hiraea		Hiraea reclinata			
1027163			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Janusia		Janusia janusioides			
151842			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Janusia		Janusia mediterranea			
151838			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Janusia					
1561795			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Janusia		Janusia schwannioides			
1816324			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Niedenzuella		Niedenzuella multiglandulosa			
151848			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Mascagnia					
151854			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Mascagnia		Mascagnia sepium			
151857			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Mcvaughia		Mcvaughia bahiana			
1027193			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Niedenzuella		Niedenzuella acutifolia			
1027192			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Niedenzuella					
1027199			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Peixotoa		Peixotoa reticulata			
151862			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Peixotoa					
1816325			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Niedenzuella		Niedenzuella poeppigiana			
1027194			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Niedenzuella		Niedenzuella sericea			
151855			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Niedenzuella		Niedenzuella stannea			
1027196			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Peixotoa		Peixotoa cordistipula			
151863			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Peixotoa		Peixotoa glabra			
1561815			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Peixotoa		Peixotoa hispidula			
1804190			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Stigmaphyllon		Stigmaphyllon blanchetii			
1804191			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Stigmaphyllon		Stigmaphyllon bonariense			
1561816			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Peixotoa		Peixotoa tomentosa			
151869			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Ptilochaeta		Ptilochaeta bahiensis			
151868			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Ptilochaeta					
1027204			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Sphedamnocarpus		Sphedamnocarpus angolensis			
1804184			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Stigmaphyllon		Stigmaphyllon acuminatum			
1804185			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Stigmaphyllon		Stigmaphyllon alternifolium			
1804186			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Malpighiaceae	Stigmaphyllon		Stigmaphyllon angustilobum			
