TaxID	no rank	superkingdom	kingdom	phylum	class	order	family	genus	subgenus	species	varietas	subspecies	forma
476039			Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Thalictrum		Thalictrum minus			
92910			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Echinops		Echinops sphaerocephalus			
237959			Viridiplantae	Streptophyta	Magnoliopsida	Dipsacales	Adoxaceae	Viburnum		Viburnum tinus			
993106			Viridiplantae	Streptophyta	Pinopsida	Cupressales	Cupressaceae	Juniperus		Juniperus oxycedrus		Juniperus oxycedrus subsp. oxycedrus	
82213			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Iris		Iris pseudacorus			
289864			Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Aspleniaceae	Asplenium		Asplenium ruta-muraria		Asplenium ruta-muraria subsp. ruta-muraria	
20340			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Ceratonia		Ceratonia siliqua			
543981			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Phlomis		Phlomis fruticosa			
63479			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Apocynaceae	Nerium		Nerium oleander			
3467			Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Papaveraceae	Eschscholzia		Eschscholzia californica			
99028			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cota		Cota tinctoria			
1441374			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Lavandula		Lavandula dentata			
558547			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Citrus		Citrus x aurantium			Citrus x aurantium f. deliciosa
371726			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Pistacia		Pistacia lentiscus			
191224			Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Cistaceae	Cistus		Cistus creticus			
84005			Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Arbutus		Arbutus unedo			
36610			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Cydonia		Cydonia oblonga			
43364			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Aesculus		Aesculus hippocastanum			
328401			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Zanthoxylum		Zanthoxylum bungeanum			
98722			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Jacobaea		Jacobaea vulgaris			
367354			Viridiplantae	Streptophyta	Magnoliopsida	Cornales	Cornaceae	Cornus		Cornus sanguinea			
497764			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum		Origanum scabrum			
260608			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta		Nepeta grandiflora			
39330			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Lavandula		Lavandula lanata			
931318			Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Cistaceae	Cistus		Cistus laurifolius		Cistus laurifolius subsp. laurifolius	
73200			Viridiplantae	Streptophyta	Magnoliopsida	Geraniales	Geraniaceae	Pelargonium		Pelargonium graveolens			
260701			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Onagraceae	Oenothera		Oenothera macrocarpa			
41492			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Bellis		Bellis perennis			
28525			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Menyanthaceae	Menyanthes		Menyanthes trifoliata			
41230			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Marrubium		Marrubium vulgare			
301877			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Tanacetum		Tanacetum balsamita			
39347			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta		Nepeta cataria			
905076			Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Brugmansia		Brugmansia suaveolens			
59895			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cynara		Cynara cardunculus	Cynara cardunculus var. scolymus	Cynara cardunculus subsp. cardunculus	
182129			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Ficus		Ficus sycomorus			
119261			Viridiplantae	Streptophyta	Magnoliopsida	Laurales	Lauraceae	Cinnamomum		Cinnamomum burmanni			
3426			Viridiplantae	Streptophyta	Magnoliopsida	Canellales	Canellaceae	Canella		Canella winterana			
4647			Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Hedychium		Hedychium gardnerianum			
49541			Viridiplantae	Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Tillandsia		Tillandsia usneoides			
375272	Pimenta group		Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Pimenta		Pimenta dioica			
237834			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora adenopoda			
45385			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asphodelaceae	Aloe		Aloe arborescens			
161028			Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Moringaceae	Moringa		Moringa hildebrandtii			
78372			Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Amorphophallus		Amorphophallus konjac			
442491			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asparagaceae	Agave		Agave sisalana			
194871			Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Caricaceae	Vasconcellea		Vasconcellea quercifolia			
4120			Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea		Ipomoea batatas			
4364			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Droseraceae	Drosera		Drosera binata			
76306			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Mimosa		Mimosa pudica			
4090			Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana		Nicotiana glauca			
147945			Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Aspleniaceae	Asplenium		Asplenium ceterach			
29760	rosids incertae sedis		Viridiplantae	Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis		Vitis vinifera			
85232			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Morus		Morus nigra			
4418			Viridiplantae	Streptophyta	Magnoliopsida	Nymphaeales	Nymphaeaceae	Nymphaea					
13469			Viridiplantae	Streptophyta	Pinopsida	Cupressales	Cupressaceae	Cupressus		Cupressus sempervirens			
867486			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Cactaceae	Opuntia		Opuntia engelmannii			
38727	Panicodae		Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Panicum		Panicum virgatum			
340636			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora affinis			
196576			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora ambigua			
298518			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora arbelaezii			
196577			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora auriculata			
196578			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora biflora			
1341341			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora bryonioides			
196579			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora coriacea			
1129466			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora costaricensis			
298520			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora filipes			
2818046			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora hastifolia			
196580			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora lobata			
330177			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora lutea			
196581			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora menispermifolia			
298523			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora mexicana			
237870			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora nephrodes			
196582			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora oerstedii			
196689			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora pittieri			
1670796			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora quadriglandulosa			
197934			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora speciosa			
133504			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora suberosa			
196584			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora talamancensis			
298527			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora tenuiloba			
196585			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora vitifolia			
1822417			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora		Passiflora yucatanensis			
45184			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Turnera		Turnera ulmifolia			
12947			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Aristolochiaceae	Aristolochia					
41537			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea		Centaurea montana			
72152			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea		Centaurea stoebe			
122532			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Crepis		Crepis biennis			
702244			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Filago		Filago vulgaris			
254777			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium		Galium mollugo			
2078961			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Globularia		Globularia bisnagarica			
58656			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Hypochaeris		Hypochaeris radicata			
53164			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Lamium		Lamium purpureum			
254779			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus		Lathyrus pratensis			
58660			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Leontodon		Leontodon hispidus			
212690			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Picris		Picris hieracioides			
1016828	Potentilleae incertae sedis		Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla		Potentilla verna			
3451			Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Aquilegia		Aquilegia vulgaris			
90363			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Scrophularia		Scrophularia nodosa			
2982281			Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Mutarda		Mutarda arvensis			
51276			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Bidens		Bidens tripartita			
52456			Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Caucalis		Caucalis platycarpos			
288953			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Dianthus		Dianthus sylvestris			
32228	Rosoideae incertae sedis		Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Filipendula		Filipendula vulgaris			
673928			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum		Hypericum hirsutum			
43171			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria		Linaria vulgaris			
47247			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus		Lotus corniculatus			
181181			Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Buglossoides		Buglossoides arvensis			
56523			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Buphthalmum		Buphthalmum salicifolium			
239422			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula		Campanula rotundifolia			
271556			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium		Cerastium alpinum			
673929			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum		Hypericum montanum			
92915			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Onopordum		Onopordum acanthium			
202615			Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Resedaceae	Reseda		Reseda lutea			
40909			Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Scandix		Scandix pecten-veneris			
1532346			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium		Cirsium rivulare			
204222			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium		Clinopodium vulgare			
181189			Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Cynoglossum		Cynoglossum officinale			
91246			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Erigeron		Erigeron acris			
478958			Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Cistaceae	Helianthemum		Helianthemum nummularium			
119177			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Inula		Inula conyza			
43195			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Lactuca		Lactuca perennis			
145754			Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Malva		Malva sylvestris			
33128			Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Papaveraceae	Papaver		Papaver rhoeas			
4041			Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Pastinaca		Pastinaca sativa			
78191			Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis		Arabis hirsuta			
90446			Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Bupleurum		Bupleurum rotundifolium			
39848			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Agrostemma		Agrostemma githago			
49815			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Cytisus		Cytisus nigricans			
390710			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hippocrepis		Hippocrepis comosa			
126270			Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Alliaria		Alliaria petiolata			
3882			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Onobrychis		Onobrychis viciifolia			
39879			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	Silene subgen. Behenantha	Silene dioica			
313513			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Carduus		Carduus defloratus			
33119			Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Petunia		Petunia axillaris			
323115			Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Petunia		Petunia exserta			
376710			Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum subgen. Lycopersicon	Solanum arcanum			
4083			Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum subgen. Lycopersicon	Solanum chilense			
62890			Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum subgen. Lycopersicon	Solanum habrochaites			
28526			Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum subgen. Lycopersicon	Solanum pennellii			
4082			Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum subgen. Lycopersicon	Solanum peruvianum			
4084			Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum subgen. Lycopersicon	Solanum pimpinellifolium			
57577			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium		Trifolium pratense			
53829			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Apuleia		Apuleia leiocarpa			
168179			Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Costaceae	Costus		Costus arabicus			
346403			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Senna		Senna multijuga			
316706			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Conceveiba		Conceveiba guianensis			
2806839			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Melastomataceae	Miconia		Miconia crenata			
82716			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Gentianaceae	Chelonanthus		Chelonanthus alatus			
688039			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Urticaceae	Cecropia		Cecropia obtusa			
77072			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Urticaceae	Cecropia		Cecropia palmata			
2966546			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Clibadium		Clibadium sylvestre			
3085996			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Deguelia		Deguelia nitidula			
1231846			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Eugenia		Eugenia brasiliensis			
309283			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Ficus		Ficus citrifolia			
100557			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Moraceae	Ficus		Ficus maxima			
89639			Viridiplantae	Streptophyta	Magnoliopsida	Solanales	Convolvulaceae	Ipomoea		Ipomoea asarifolia			
4190			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Justicia					
1569007			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Onagraceae	Ludwigia		Ludwigia decurrens			
198777			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Calophyllaceae	Mammea		Mammea americana			
1134151	Myrcia group		Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Myrcia		Myrcia bracteata			
3673			Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Momordica		Momordica charantia			
681460			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Margaritaria		Margaritaria nobilis			
1905032			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Parkia		Parkia pendula			
2662166			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Palicourea		Palicourea colorata			
352190			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Peperomia		Peperomia pellucida			
1603663			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Acanthaceae	Pachystachys		Pachystachys spicata			
109224			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Neustanthus		Neustanthus phaseoloides			
2708425			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Phyllanthus		Phyllanthus brasiliensis			
459148			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Simaroubaceae	Homalolepis		Homalolepis cedron			
948959			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vatairea		Vatairea guianensis			
992868			Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Cordiaceae	Varronia		Varronia multispicata			
549434			Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Zanthoxylum		Zanthoxylum rhoifolium			
1903203			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Artemisia		Artemisia heptapotamica			
59020			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asparagaceae	Agave		Agave bracteosa			
3586			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Didiereaceae	Alluaudia		Alluaudia procera			
210162			Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Aspleniaceae	Asplenium		Asplenium platyneuron			
167616			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Centrosema					
52148	Poodae		Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Calamagrostis		Calamagrostis canadensis			
260592			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Calamintha					
69867			Viridiplantae	Streptophyta	Magnoliopsida	Poales	Cyperaceae	Carex	Carex subgen. Carex	Carex scirpoidea			
314416			Viridiplantae	Streptophyta	Magnoliopsida	Poales	Cyperaceae	Carex	Carex subgen. Vignea	Carex tenera			
387127			Viridiplantae	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Coccinia		Coccinia grandis			
1651205			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Corispermum		Corispermum americanum			
2665689			Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Crassulaceae	Crassula		Crassula argentea			
46098			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Cycloloma		Cycloloma atriplicifolium			
32239			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Dasiphora		Dasiphora fruticosa			
1082683			Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Dryopteris		Dryopteris celsa			
4306			Viridiplantae	Streptophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus					
100145			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Galactia					
49717			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asphodelaceae	Gasteria		Gasteria liliputana			
1475409			Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Araliaceae	Hydrocotyle		Hydrocotyle umbellata			
464023			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Krascheninnikovia		Krascheninnikovia lanata			
240013			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Blitum		Blitum nuttallianum			
39172			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Nepeta					
3527			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Phytolaccaceae	Phytolacca		Phytolacca americana			
28470			Viridiplantae	Streptophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Polystichum		Polystichum acrostichoides			
458353			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Pediomelum		Pediomelum aromaticum			
100167			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Psoralea					
188810			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Aizoaceae	Ruschia		Ruschia maxima			
191652			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asparagaceae	Ruscus		Ruscus hypoglossum			
355937			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Salsola		Salsola tragus			
39534			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Asparagaceae	Sansevieria		Sansevieria trifasciata			
381272			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Chenopodiaceae	Suaeda		Suaeda calceoliformis			
25628			Viridiplantae	Streptophyta	Pinopsida	Cupressales	Taxaceae	Taxus					
217524			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Alternanthera		Alternanthera flavescens			
1089630			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Zornia		Zornia bracteata			
97700			Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus		Quercus lobata			
360030			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Aristolochiaceae	Aristolochia		Aristolochia acuminata			
3986			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Mercurialis		Mercurialis annua			
94321			Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Lowiaceae	Orchidantha		Orchidantha maxillarioides			
1620184	Paniceae incertae sedis		Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	Sacciolepis		Sacciolepis striata			
228244			Viridiplantae	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Myosoton		Myosoton aquaticum			
137887			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Gentianaceae	Swertia		Swertia chirayita			
38851			Viridiplantae	Streptophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana		Gentiana lutea			
436207			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Arnica		Arnica montana			
50282			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea		Centaurea benedicta			
405322			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper		Piper cubeba			
637930			Viridiplantae	Streptophyta	Magnoliopsida	Zingiberales	Zingiberaceae	Aframomum		Aframomum melegueta			
29817			Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Iridaceae	Iris		Iris pallida			
32194			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Echinops					
948714			Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Senna		Senna sulfurea			
879921			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus		Fraxinus retusa			
2998934			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Combretaceae	Combretum		Combretum quadrangulare			
3027755			Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Podanthus		Podanthus ovatifolius			
100370			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Croton					
1813051			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Rhamnus		Rhamnus dumetorum			
424914			Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Osmanthus		Osmanthus yunnanensis			
1214907			Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Ulmaceae	Zelkova		Zelkova sinica			
123463			Viridiplantae	Streptophyta	Magnoliopsida	Celastrales	Celastraceae	Reissantia					
13582			Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Myristicaceae	Knema					
527510			Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Menispermaceae	Tiliacora		Tiliacora triandra			
2840175			Viridiplantae	Streptophyta	Magnoliopsida	Alismatales	Araceae	Scindapsus		Scindapsus officinalis			
82456			Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Cola					
122809			Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Lythraceae	Lagerstroemia					
82415			Viridiplantae	Streptophyta	Magnoliopsida	Malvales	Malvaceae	Pentace					
85864			Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Magnolia		Magnolia officinalis			
511537			Viridiplantae	Streptophyta	Magnoliopsida	Piperales	Piperaceae	Piper		Piper chaudocanum			
2780149			Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Casearia		Casearia grewiifolia			
252739			Viridiplantae	Streptophyta	Pinopsida	Pinales	Pinaceae	Pinus	Pinus subgen. Strobus	Pinus fenzeliana			
